"data","anomaly"
0.350587139265097,0
-0.177259538897014,0
1.1227118933419,0
0.11847164721358,0
0.722596981831643,0
0.262801801832076,0
0.777608222968985,0
0.149689368028694,0
-0.231088356253071,0
0.698954608680019,0
-0.691649557137783,0
0.292112810993428,0
-0.860762196629969,0
-1.17385464135376,0
-0.27818898682029,0
-0.122662790188866,0
0.883180835906569,0
0.0636650266274466,0
-0.0723774584942637,0
0.444126231400285,0
0.166046564656935,0
1.16129163796965,0
0.226041136944793,0
-0.661175417754178,0
0.392238882214226,0
0.09446009829292,0
-0.922953017268972,0
-1.28201506547754,0
-0.668478782592822,0
-0.460518521210496,0
-0.00519288369856946,0
0.536194140328977,0
-0.242541317931003,0
-0.33299511735291,0
-0.172803271673848,0
-0.383104629285526,0
-0.210523768776215,0
-0.152761756856664,0
-0.545667074140917,0
-0.535671337856008,0
0.0634608063338883,0
1.00562550025015,0
0.358282818265612,0
1.02108648721268,0
-0.296400385790313,0
-0.459226847594009,0
-0.647216412874356,0
-1.22558214984554,0
0.175283336271157,0
0.89072106750517,0
0.17274206672622,0
0.477836009427265,0
-0.220738625047172,0
1.69603381840808,1
0.148223540204766,0
-0.18836310671376,0
-0.531563779719867,0
0.522731046970406,0
0.938368726933302,0
0.44251373004415,0
-0.797889550956779,0
0.188643614352662,0
-0.0934814218298739,0
-0.562203847471041,0
0.640719106447385,0
-0.582191180863947,0
-0.362962753981133,0
0.727555014584596,0
0.723418171977446,0
-0.151436899918218,0
-0.68735403158209,0
-0.0388624856958418,0
-0.326788093836159,0
-1.20651877789562,0
0.0677717093967889,0
-0.744637450673746,0
1.10390490658112,0
-0.252159088751122,0
0.279823261548527,0
0.284781736759388,0
-0.0481059325353932,0
0.188163879135509,0
-0.755376243966866,0
-1.26293494706581,0
0.878172758101262,0
-0.0521671924030979,0
0.248247959089157,0
-0.684803695173169,0
1.01326990454834,0
0.635028974267173,0
0.240267137160433,0
-0.357656996056399,0
-0.767660672616434,0
-0.862860089605359,0
-0.895641118346612,0
-0.16164173920655,0
-0.775027423663866,0
0.135240663521011,0
0.0425159096016671,0
0.541783616150222,0
-0.233485307420952,0
0.386744936475752,0
-1.03011657617448,0
0.0900349007546672,0
-0.167406554911776,0
-0.317221235606681,0
0.773749497501325,0
0.27325379142603,0
-0.00430730548652301,0
1.05811328946686,0
-0.548033287510663,0
1.03478951907736,0
-0.645801962497074,0
-0.513404930896321,0
-0.0321052505178237,0
-0.0712090567519127,0
0.539263392512332,0
0.472663552774866,0
0.246321360666501,0
-0.117649109750265,0
0.838307706804308,0
0.287253465147183,0
-0.0527142504947453,0
-0.0451626177324902,0
-0.850966575133166,0
-0.1270455844551,0
-0.149473569270312,0
-0.0365840731366981,0
-0.652656060543921,0
-0.548053809557293,0
0.536076238379629,0
0.0780588583085523,0
0.253944747115827,0
0.583329992225314,0
1.12994091930707,0
-0.113396662368921,0
-0.24822829048928,0
0.456672578096438,0
0.606223969331576,0
-0.819325320801397,0
0.2146311949316,0
-0.725908858981476,0
-0.689957051386528,0
-1.26088157044934,0
0.272119150810105,0
1.07971492982956,0
-1.00070379321831,0
-0.22578885218164,0
-1.07432283572855,0
-0.72857001490753,0
-1.79918663100585,0
1.08439408187962,0
-0.7771719962418,0
-0.198637181418284,0
-0.0442164362547133,0
-0.529745658750656,0
0.156128324017005,0
-1.62865409231978,0
0.00272078215869414,0
1.4837170127201,0
0.0404371902201716,0
0.701537879741256,0
-0.268208168815103,0
0.413892491584267,0
0.375473922417044,0
-0.622974836676074,0
0.179463598483503,0
0.01864048051205,0
0.505770486487571,0
-0.824261967908691,0
1.75214036110316,0
-0.218619802000696,0
0.636563534953214,0
1.78011195357478,0
0.523481223962368,0
1.82231398138477,0
0.221484533479463,0
-0.572978249007049,0
0.515837199551936,0
-0.311806440306142,0
-0.335801871487552,0
0.401538750601683,0
-1.31143132972062,0
-0.122712462632905,0
0.121718798443705,0
-0.812906533661851,0
0.132614022413705,0
-0.189532137656669,0
-0.660203777751916,0
3.31615723430807,1
0.633438973902932,0
0.27500002512241,0
0.294134005827457,0
